AVAIL_LOADTIME,SH_KEY,SD_KEY,REGION_ID,MARKET_ID,VENDOR,SITE_ID,PERIOD_START_TIME,NODEB_COUNT,SECTOR_COUNT,CELL_COUNT,PERIOD_DURATION_SUM,PERIOD_DURATION_MIN,PERIOD_DURATION_MAX,TOTAL_TIME,TOTAL_AVAIL_TIME,TOTAL_DOWNTIME,TOTAL_AVAILABILITY_N,TOTAL_AVAILABILITY_D,CELL_POWER_SAVING_SUM,TOTAL_TIME_5G,TOTAL_AVAIL_TIME_5G,TOTAL_DOWNTIME_5G,TOTAL_AVAILABILITY_N_5G,TOTAL_AVAILABILITY_D_5G,TOTAL_TIME_LTE,TOTAL_AVAIL_TIME_LTE,TOTAL_DOWNTIME_LTE,TOTAL_AVAILABILITY_N_LTE,TOTAL_AVAILABILITY_D_LTE,CAT_TABLE_LOADTIME,CAT_PROCESS_TIME,SITE_ID_SUMMARY_CATEGORY,SITE_ID_FOCUS_CATEGORY,SITE_ID_DETAIL_CATEGORY,TOP_OVERALL_SCORE,TOP_RECORDID,TOP_OUTAGE_TYPE_NUM,OUTAGE_TYPE,TOP_SOURCE_NAME,TOP_KEYWORD,DESCRIPTION_1,DESCRIPTION_2,DESCRIPTION_3,TOP_DESC_USED,RECORDID_CREATED_LOCAL,RECORDID_RESOLVED_LOCAL,RECORDID_COUNT,ASSOC_RECORDIDS,CATEGORY_COUNT,ASSOC_CATEGORIES,KEYWORD_COUNT,ASSOC_KEYWORDS,ASSOC_SCORES,REC_TABLE_LOADTIME,MB_PRIMARY_AAV_VENDOR_NAME,MB_MKT_AREA,FIELD_OPS_ASSIGNEE,FIELD_OPS_ASSIGNMENT_GROUP,FIELD_OPS_MGR,SITE_LATITUDE,SITE_LONGITUDE,TABLE_LOADTIME,TOP_CATEGORY,MAINT_WNDW,SEVERITY_SCORE_NOADJ,AVG_RRC_CONNECTED_USERS_N,AVG_RRC_CONNECTED_USERS_D,AVG_RRC_CONNECTED_USERS_VALUE,R30D_AVG_CONNECTED_USERS,R30D_HOUR_RANK,OUTAGE_INDEX_GROUP_NUM,OUTAGE_INDEX_DEDUCTION,RF_SOLUTION,TOP_ASSIGNED_GROUP,TOP_MASTER_INCIDENT_ID,_lte_pct,_5g_pct
2026-03-20 01:37:04.978,NYY8515A.202603200300,NYY8515A.20260320,Northeast,New York,Ericsson,NYY8515A,2026-03-20 03:00:00,1,3,6,360.00,60.00,60.00,21600.00,21600.00,0.00,21600.00,21600.00,0.00,,,,,,21600.00,21600.00,0.00,21600.00,21600.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,T-MOBILE,New York Metro,Nii Bruce,N-New York Metro-NY-FOPS-Brooklyn,Marcos Hernandez,40.670683000,-73.958125000,2026-03-20 03:45:41.179,,True,,15195.0000,4320.0000,3.5173611111,3.2292361111166,24,0,0.00,DAS,,,100.0,
2026-03-20 09:37:04.792,WVJ0205A.202603201000,WVJ0205A.20260320,Central,West Virginia,Nokia,WVJ0205A,2026-03-20 10:00:00,2,3,15,900.00,60.00,60.00,54000.00,54000.00,0.00,54000.00,54000.00,0.00,32400.00,32400.00,0.00,32400.00,32400.00,21600.00,21600.00,0.00,21600.00,21600.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,SEGRA,Appalachian,Brad Barker,C-Appalachian-WV-FieldSupportTeam-SouthNorth,Darrick Perry,37.779800000,-80.260300000,2026-03-20 11:55:34.765,,False,,31.1728,10.0000,3.8394790047,4.1290410814433,11,1,0.00,Macro,,,100.0,100.0
2026-03-20 03:37:04.926,NO07093A.202603200300,NO07093A.20260320,South,Mobile,Nokia,NO07093A,2026-03-20 03:00:00,2,3,18,1080.00,60.00,60.00,64800.00,64800.00,0.00,64800.00,64800.00,0.00,32400.00,32400.00,0.00,32400.00,32400.00,32400.00,32400.00,0.00,32400.00,32400.00,2026-03-20 04:23:55.758,2026-03-20 04:18:07,No Outage,No Outage,No Outage,1312.20,CHG022113451,0.00,No Outage,CHG_NESTED,troubleshoot,[MW][NSI[NEST REQUEST] [MOBILE MRKET] [CHG022113451]  Timer Change (s1InducedCellDeactDelayTime)  OSS-31/Markets-35/nodes-3953,Nokia to perform break-fix troubleshooting in the Maintenance Window on sites,"Mobile - Timer Change (s1InducedCellDeactDelayTime)Nokia team troubleshooting and investigating certain alarms in the Maintenance Window. Nokia creates cases for the alarms that gets cleared and for the ones that don't get clear to drive further Nokia HW and SW enhancements, as well as alarm reduction.",DESC_2,2026-03-19 23:40:23.870,2026-03-20 04:46:57.403,1.0,CHG022113451,1.0,Hardware,1.0,troubleshoot,1312.20,2026-03-20 04:21:06.115,AT&T,Deep South,Michael Nelson,S-Deep South-MO-FOPS-Area 3,Rondi Wahl,32.922303000,-92.565697000,2026-03-20 05:55:33.712,Hardware,True,400.0,10.1917,13.0000,1.0250515432,0.9683852479299,14,1,0.00,Macro,,,100.0,100.0
2026-03-20 05:43:02.777,A3F0027A.202603200600,A3F0027A.20260320,South,Houston,Nokia,A3F0027A,2026-03-20 06:00:00,2,3,30,1800.00,60.00,60.00,108000.00,108000.00,0.00,108000.00,108000.00,0.00,54000.00,54000.00,0.00,54000.00,54000.00,54000.00,54000.00,0.00,54000.00,54000.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,T-MOBILE,Texas,Arlis Hall,S-Texas-HN-FOPS-South,Scott Spicer,29.487889000,-95.932944000,2026-03-20 07:56:19.135,,True,,118.4842,19.0000,8.4564448134,7.5911329380066,19,0,0.00,Macro,,,100.0,100.0
2026-03-20 06:37:03.986,PR00239A.202603200800,PR00239A.20260320,South,Puerto Rico,Nokia,PR00239A,2026-03-20 08:00:00,2,3,18,1080.00,60.00,60.00,64800.00,64800.00,0.00,64800.00,64800.00,0.00,32400.00,32400.00,0.00,32400.00,32400.00,32400.00,32400.00,0.00,32400.00,32400.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,Liberty Mobile Puerto Rico Inc. F/K/A AT&T Mobility Puerto Rico Inc.,Puerto Rico,Jorge Negron Ortiz,S-Puerto Rico-FOPS-Northeast,Ruben Cruz Rivera,18.025818000,-66.231080000,2026-03-20 08:54:40.779,,False,,248.2214,13.0000,24.7838874383,24.4840841958999,13,1,0.00,Macro,,,100.0,100.0
2026-03-20 12:37:03.624,AR0022WA.202603201300,AR0022WA.20260320,Central,Arkansas,Nokia,AR0022WA,2026-03-20 13:00:00,2,1,3,180.00,60.00,60.00,10800.00,10800.00,0.00,10800.00,10800.00,0.00,3600.00,3600.00,0.00,3600.00,3600.00,7200.00,7200.00,0.00,7200.00,7200.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,,Heartland,Brandon Kalz,C-Heartland-AR-FOPS,Shawn Lay,34.392754000,-92.831372000,2026-03-20 12:55:28.103,,False,,1.7687,3.0000,0.9354143055,1.3068605647966,5,2,0.00,Pico,,,100.0,100.0
2026-03-20 12:37:03.624,DM01029A.202603201300,DM01029A.20260320,Central,Des Moines,Nokia,DM01029A,2026-03-20 13:00:00,2,3,27,1620.00,60.00,60.00,97200.00,97200.00,0.00,97200.00,97200.00,0.00,43200.00,43200.00,0.00,43200.00,43200.00,54000.00,54000.00,0.00,54000.00,54000.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,UNITE PRIVATE NETWORKS,Midwest Rockies,Jacob Mott,C-Midwest Rockies-DM-Field Support Team-West,Pat Foley,41.634989000,-93.774317000,2026-03-20 12:55:28.103,,False,,285.7767,16.0000,23.5099244535,18.6571443015233,3,2,0.00,Macro,,,100.0,100.0
2026-03-20 06:37:03.986,DAYW501A.202603200700,DAYW501A.20260320,South,Dallas,Nokia,DAYW501A,2026-03-20 07:00:00,2,1,5,300.00,60.00,60.00,18000.00,18000.00,0.00,18000.00,18000.00,0.00,10800.00,10800.00,0.00,10800.00,10800.00,7200.00,7200.00,0.00,7200.00,7200.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,,Texas,Huy Bui,S-Texas-DA-FOPS-CORE 1,Luc Tran,32.883805000,-97.038642000,2026-03-20 08:54:40.779,,False,,1.6526,3.0000,0.9026321111,1.1820899055566,7,2,0.00,DAS,,,100.0,100.0
2026-03-20 01:37:04.978,LA0156BA.202603200000,LA0156BA.20260320,West,Los Angeles,Ericsson,LA0156BA,2026-03-20 00:00:00,2,4,9,540.00,60.00,60.00,32400.00,32400.00,0.00,32400.00,32400.00,0.00,10800.00,10800.00,0.00,10800.00,10800.00,21600.00,21600.00,0.00,21600.00,21600.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,,Southern California,Hector Lupercio,W-California-LA-FOPS-West,Almer Santiago,34.055525000,-118.245352000,2026-03-20 03:45:41.179,,True,,4484.1712,4321.0000,1.2091200534,1.2529555462466,20,0,0.00,Micro,,,100.0,100.0
2026-03-20 11:37:04.325,A2G0101A.202603201200,A2G0101A.20260320,South,Tampa,Ericsson,A2G0101A,2026-03-20 12:00:00,2,3,24,1440.00,60.00,60.00,86400.00,86400.00,0.00,86400.00,86400.00,0.00,43200.00,43200.00,0.00,43200.00,43200.00,43200.00,43200.00,0.00,43200.00,43200.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,"ZAYO GROUP, LLC",Florida,Anthony Newman,S-Florida-TP-FOPS-TAMPA North,John Brierley,28.268500000,-82.484842000,2026-03-20 12:55:28.103,,False,,224725.1463,8641.0000,29.1557689047,27.6431004483799,6,2,0.00,Macro,,,100.0,100.0
2026-03-20 12:37:03.624,CH93010A.202603201300,CH93010A.20260320,Central,Chicago,Nokia,CH93010A,2026-03-20 13:00:00,2,3,30,1800.00,60.00,60.00,108000.00,108000.00,0.00,108000.00,108000.00,0.00,54000.00,54000.00,0.00,54000.00,54000.00,54000.00,54000.00,0.00,54000.00,54000.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,AT&T,Great Lakes,Marek Jaruzel,C-GreatLakes-CH-Ops-FieldSupportTeamNorth,Jonathan Valcarcel,42.113389000,-87.914722000,2026-03-20 12:55:28.103,,False,,276.0676,16.0000,21.5786121694,17.3291276832632,3,2,0.00,Macro,,,100.0,100.0
2026-03-20 07:37:04.198,9LV0820A.202603200900,9LV0820A.20260320,Central,Louisville,Nokia,9LV0820A,2026-03-20 09:00:00,2,3,33,1980.00,60.00,60.00,118800.00,118800.00,0.00,118800.00,118800.00,0.00,64800.00,64800.00,0.00,64800.00,64800.00,54000.00,54000.00,0.00,54000.00,54000.00,2026-03-20 04:23:55.758,2026-03-20 04:18:07,No Outage,No Outage,No Outage,1316.20,CHG021567278,0.00,No Outage,CHG_NESTED,Optimization,,Louisville Market - Nokia SST Optimization 2026,,DESC_2,2026-03-17 02:55:22.377,2099-01-01 00:00:00.000,1.0,CHG021567278,1.0,Software,1.0,Optimization,1316.20,2026-03-20 04:21:06.115,AT&T,Appalachian,Roger Rains,C-Appalachian-LU-FieldSupportTeam-WestWest,Christopher Hayes,37.399300000,-87.236400000,2026-03-20 09:55:55.104,Software,False,400.0,21.3375,19.0000,1.2680418982,1.1302813823999,13,1,0.00,Macro,,,100.0,100.0
2026-03-20 00:37:04.497,3OOR021B.202603200200,3OOR021B.20260320,Northeast,Upstate NY,Ericsson,3OOR021B,2026-03-20 02:00:00,3,3,21,1260.00,60.00,60.00,75600.00,75600.00,0.00,75600.00,75600.00,0.00,54000.00,54000.00,0.00,54000.00,54000.00,21600.00,21600.00,0.00,21600.00,21600.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,FIRSTLIGHT FIBER,NER North,Douglas Stanley,N-NER North-UP-FOPS-Buffalo,Keith Smith,42.900417000,-77.461889000,2026-03-20 03:45:41.179,,True,,19050.3734,4321.0000,4.7831508110,5.2323311405100,21,0,0.00,Macro,,,100.0,100.0
2026-03-20 08:37:04.379,9JK0614A.202603201000,9JK0614A.20260320,South,Jacksonville,Ericsson,9JK0614A,2026-03-20 10:00:00,2,3,15,900.00,60.00,60.00,54000.00,54000.00,0.00,54000.00,54000.00,0.00,32400.00,32400.00,0.00,32400.00,32400.00,21600.00,21600.00,0.00,21600.00,21600.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,AT&T,Florida,Derrick Rozier,S-Florida-JV-FOPS-Jacksonville,Chris Christianson,30.343962000,-81.603499000,2026-03-20 10:55:45.761,,False,,82844.0753,4321.0000,21.2517250289,23.9228086686366,13,1,0.00,Macro,,,100.0,100.0
2026-03-20 06:37:03.986,LAY5046A.202603200500,LAY5046A.20260320,West,Los Angeles,Ericsson,LAY5046A,2026-03-20 05:00:00,1,1,3,180.00,60.00,60.00,10800.00,10800.00,0.00,10800.00,10800.00,0.00,3600.00,3600.00,0.00,3600.00,3600.00,7200.00,7200.00,0.00,7200.00,7200.00,2026-03-20 12:53:50.559,2026-03-20 12:48:09,No Outage,No Outage,No Outage,1212.10,INC123482769,0.00,No Outage,INC_NONEST,Hardware,Hardware,"LAY5046A_Ericsson_mNodeB Ericsson_mNodeB MM SiteServiceImpacting Alarm(s) PresentSAP: 9078 | Address: 17407  Crenshaw Blvd , Torrance CA | CAS09078 | Router: SSR130 1CAR0109078 10.123.114.254 | Switch: ex4100-48mp 1CAS0109078 10.123.114.6",,DESC_1,2026-01-19 12:00:32.000,2099-01-01 00:00:00.000,1.0,INC123482769,1.0,Hardware,1.0,Hardware,1212.10,2026-03-20 12:51:07.455,,Southern California,John Marquez,W-California-LA-FOPS-West,Marcus Carter,33.872417000,-118.326812000,2026-03-20 12:55:28.103,Hardware,True,200.0,154.0312,1441.0000,0.1381569271,0.0970013663633,23,0,0.00,Pico,W-California-LA-FOPS-West,,100.0,100.0
2026-03-20 05:43:02.777,NJ01306A.202603200700,NJ01306A.20260320,Northeast,New Jersey,Ericsson,NJ01306A,2026-03-20 07:00:00,2,3,24,1440.00,60.00,60.00,86400.00,86400.00,0.00,86400.00,86400.00,0.00,54000.00,54000.00,0.00,54000.00,54000.00,32400.00,32400.00,0.00,32400.00,32400.00,2026-03-20 03:40:58.390,2026-03-20 03:33:10,No Outage,No Outage,No Outage,1316.20,CHG022064470,0.00,No Outage,CHG_NESTED,Software,ERC 25.Q4 EC3 RAN SW Activation (Northeast Region - NJ) - SI,ERC 25.Q4 EC3 RAN SW Activation (Northeast Region - NJ) - SI - software,ERC 25.Q4 EC3 RAN SW Activation (Northeast Region - NJ) - SI - software,DESC_2,2026-03-13 00:23:04.430,2099-01-01 00:00:00.000,1.0,CHG022064470,1.0,Software,1.0,Software,1316.20,2026-03-20 03:33:26.667,CABLEVISION LIGHTPATH INC,New York Metro,Joseph Paese,N-New York Metro-NJ-FOPS-North,Marlo Caballero,40.994305000,-73.952305000,2026-03-20 07:56:19.135,Software,False,400.0,92188.9382,6481.0000,15.1647130642,12.4591860597933,14,1,0.00,Macro,,,100.0,100.0
2026-03-20 05:43:02.777,OK03135A.202603200500,OK03135A.20260320,Central,Oklahoma City,Nokia,OK03135A,2026-03-20 05:00:00,2,3,27,1620.00,60.00,60.00,97200.00,97134.00,0.00,97200.00,97200.00,66.00,54000.00,53934.00,0.00,54000.00,54000.00,43200.00,43200.00,0.00,43200.00,43200.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,T-MOBILE,Heartland,Chuck Hutchinson,C-Heartland-OK-FOPS-WEST,Doug Wessel,35.534917000,-98.258344000,2026-03-20 07:56:19.135,,True,,49.7391,16.0000,3.5391093958,3.3152061114000,24,0,0.00,Macro,,,100.0,99.8778
2026-03-19 22:37:04.562,1SU9649A.202603200000,1SU9649A.20260320,Northeast,Philadelphia,Ericsson,1SU9649A,2026-03-20 00:00:00,2,3,21,1260.00,60.00,60.00,75600.00,75600.00,0.00,75600.00,75600.00,0.00,43200.00,43200.00,0.00,43200.00,43200.00,32400.00,32400.00,0.00,32400.00,32400.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,Crown Castle,Mid Atlantic,Kelvin Blassingame,N-Mid Atlantic-DC-FOPS-MDA3,Joseph Lopez,38.883330000,-75.408610000,2026-03-20 03:45:41.179,,True,,40778.2185,6481.0000,7.5112651080,7.9952039080633,19,0,0.00,Macro,,,100.0,100.0
2026-03-20 06:37:03.986,BQ04342A.202603200800,BQ04342A.20260320,Northeast,New York,Ericsson,BQ04342A,2026-03-20 08:00:00,2,3,21,1260.00,60.00,60.00,75600.00,75600.00,0.00,75600.00,75600.00,0.00,43200.00,43200.00,0.00,43200.00,43200.00,32400.00,32400.00,0.00,32400.00,32400.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,CABLEVISION LIGHTPATH INC,New York Metro,Bens Saint Fleur,N-New York Metro-NY-FOPS-Brooklyn,Marcos Hernandez,40.663577000,-73.937405000,2026-03-20 08:54:40.779,,False,,186074.2451,6481.0000,31.9597793232,30.5892333394466,15,1,0.00,Macro,,,100.0,100.0
2026-03-20 11:37:04.325,6FM1021A.202603201200,6FM1021A.20260320,South,Miami,Ericsson,6FM1021A,2026-03-20 12:00:00,3,6,39,2340.00,60.00,60.00,140400.00,140400.00,0.00,140400.00,140400.00,0.00,64800.00,64800.00,0.00,64800.00,64800.00,75600.00,75600.00,0.00,75600.00,75600.00,2026-03-20 03:40:58.390,2026-03-20 03:33:10,No Outage,No Outage,No Outage,1309.10,INC125061326,0.00,No Outage,INC_NONEST,Engine/Radiator,Engine/Radiator,6FM1021A_SCU Ericsson_SCU GENERATOR_ALARM_MAJOR,,DESC_1,2026-03-09 13:43:43.000,2099-01-01 00:00:00.000,1.0,INC125061326,1.0,Power,1.0,Engine/Radiator,1309.10,2026-03-20 03:33:26.667,Crown Castle,Florida,Joseph Boone,S-Florida-FL-FOPS-Region 1-1,Henry Gutierrez,26.607299000,-81.640269000,2026-03-20 12:55:28.103,Power,False,300.0,595452.9936,15121.0000,49.3747154164,51.1543443010932,10,1,0.00,Macro,S-Florida-FL-CEI,,100.0,100.0
2026-03-20 03:37:04.926,NY7261BA.202603200400,NY7261BA.20260320,Northeast,New York,Ericsson,NY7261BA,2026-03-20 04:00:00,2,5,30,1800.00,60.00,60.00,108000.00,108000.00,0.00,108000.00,108000.00,0.00,72000.00,72000.00,0.00,72000.00,72000.00,36000.00,36000.00,0.00,36000.00,36000.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,,New York Metro,Rodney Waiters,N-New York Metro-NY-FOPS-Bronx,Alexander Bute,40.891858500,-73.837873000,2026-03-20 05:55:33.712,,True,,63292.6450,7201.0000,9.4355585566,10.7775958791433,22,0,0.00,Micro,,,100.0,100.0
2026-03-20 08:37:04.379,SL02632A.202603200800,SL02632A.20260320,West,Salt Lake City,Ericsson,SL02632A,2026-03-20 08:00:00,1,3,6,360.00,60.00,60.00,21600.00,21600.00,0.00,21600.00,21600.00,0.00,,,,,,21600.00,21600.00,0.00,21600.00,21600.00,2026-03-20 03:40:58.390,2026-03-20 03:33:10,No Outage,No Outage,No Outage,1310.10,INC125083118,0.00,No Outage,INC_NONEST,Transport,Transport,SL02632A Spirent_DAX RAN Multi Technology PerformanceDegraded Alarm(s) Present,,DESC_1,2026-03-10 01:07:25.000,2099-01-01,1.0,INC125083118,1.0,Transport,1.0,Transport,1310.10,2026-03-20 03:33:26.667,T-MOBILE,North West,Ray Moore,W-NorthWest-UT-Idaho-Field Region 1,Peter Schmidt,44.599200000,-117.784001000,2026-03-20 10:55:45.761,Transport,False,300.0,17870.0000,4320.0000,4.1365740741,4.3245987654333,13,1,0.00,Macro,NOC Transport PM,,100.0,
2026-03-20 11:37:04.325,9NV0962A.202603201100,9NV0962A.20260320,Central,Nashville,Nokia,9NV0962A,2026-03-20 11:00:00,2,3,24,1440.00,60.00,60.00,86400.00,86400.00,0.00,86400.00,86400.00,0.00,43200.00,43200.00,0.00,43200.00,43200.00,43200.00,43200.00,0.00,43200.00,43200.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,AT&T,Appalachian,Roger Rains,C-Appalachian-LU-FieldSupportTeam-WestWest,Christopher Hayes,36.432139000,-87.496944000,2026-03-20 12:55:28.103,,False,,21.9207,16.0000,1.6206655556,1.2889333235766,9,1,0.00,Macro,,,100.0,100.0
2026-03-20 10:40:48.274,LI3006ZA.202603201100,LI3006ZA.20260320,Northeast,Long Island,Ericsson,LI3006ZA,2026-03-20 11:00:00,1,1,1,60.00,60.00,60.00,3600.00,3600.00,0.00,3600.00,3600.00,0.00,,,,,,3600.00,3600.00,0.00,3600.00,3600.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,,New York Metro,Rob Romano,N-New York Metro-LI-FOPS-Long Island,Matthew Beck,40.841515000,-73.305494000,2026-03-20 12:55:28.103,,False,,6332.0000,720.0000,8.7944444444,10.4198765432066,8,2,0.00,Micro,,,100.0,
2026-03-20 03:37:04.926,WVJ0937A.202603200500,WVJ0937A.20260320,Central,West Virginia,Nokia,WVJ0937A,2026-03-20 05:00:00,2,3,21,1260.00,60.00,60.00,75600.00,75600.00,0.00,75600.00,75600.00,0.00,32400.00,32400.00,0.00,32400.00,32400.00,43200.00,43200.00,0.00,43200.00,43200.00,2026-03-20 12:53:50.559,2026-03-20 12:48:09,No Outage,No Outage,No Outage,1410.10,INC125456012,0.00,No Outage,INC_NONEST,AAV,AAV Fiber,WVJ0937A_WV_X MADLVL21_WVJ0937A_WV_X Loss of Transport Redundancy at the site.,No Issue Found,DESC_1,2026-03-20 01:13:51.000,2026-03-20 06:18:43.000,1.0,INC125456012,1.0,Transport,1.0,AAV,1410.10,2026-03-20 12:51:07.455,WINDSTREAM,Appalachian,Mike Lester,C-Appalachian-WV-FieldSupportTeam-SouthNorth,Darrick Perry,38.587900000,-81.121300000,2026-03-20 12:55:28.103,Transport,True,400.0,2.7878,16.0000,0.2211164506,0.2367516147499,18,0,0.00,Macro,Transport Outage Recovery,,100.0,100.0
2026-03-20 07:37:04.198,NJ05011A.202603200900,NJ05011A.20260320,Northeast,New Jersey,Ericsson,NJ05011A,2026-03-20 09:00:00,4,7,29,1740.00,60.00,60.00,104400.00,104400.00,0.00,104400.00,104400.00,0.00,54000.00,54000.00,0.00,54000.00,54000.00,50400.00,50400.00,0.00,50400.00,50400.00,2026-03-20 03:40:58.390,2026-03-20 03:33:10,No Outage,No Outage,No Outage,1316.20,CHG022064470,0.00,No Outage,CHG_NESTED,Software,ERC 25.Q4 EC3 RAN SW Activation (Northeast Region - NJ) - SI,ERC 25.Q4 EC3 RAN SW Activation (Northeast Region - NJ) - SI - software,ERC 25.Q4 EC3 RAN SW Activation (Northeast Region - NJ) - SI - software,DESC_2,2026-03-13 00:23:05.973,2099-01-01 00:00:00.000,1.0,CHG022064470,1.0,Software,1.0,Software,1316.20,2026-03-20 03:33:26.667,VERIZON,New York Metro,Eduardo Paredes,N-New York Metro-NJ-FOPS-Central,Michael Bolchune,40.703519000,-74.090963000,2026-03-20 09:55:55.104,Software,False,400.0,156755.3266,10081.0000,21.8771017747,20.9548376792466,16,1,0.00,Macro,,,100.0,100.0
2026-03-20 07:37:04.198,9LV2156A.202603200800,9LV2156A.20260320,Central,Louisville,Nokia,9LV2156A,2026-03-20 08:00:00,2,3,31,1860.00,60.00,60.00,111600.00,111600.00,0.00,111600.00,111600.00,0.00,64800.00,64800.00,0.00,64800.00,64800.00,46800.00,46800.00,0.00,46800.00,46800.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,AT&T,Appalachian,Scotlan Hutcherson,C-APPALACHIAN-LU-FIELDSUPPORTTEAM-WESTNORTH,Christopher Hayes,37.879775000,-85.174489000,2026-03-20 09:55:55.104,,False,,49.3483,17.0000,3.8795384838,3.8546357648500,15,1,0.00,Macro,,,100.0,100.0
2026-03-20 01:37:04.978,DA01598A.202603200100,DA01598A.20260320,South,Dallas,Nokia,DA01598A,2026-03-20 01:00:00,2,3,15,900.00,60.00,60.00,54000.00,54000.00,0.00,54000.00,54000.00,0.00,32400.00,32400.00,0.00,32400.00,32400.00,21600.00,21600.00,0.00,21600.00,21600.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,"ZAYO GROUP, LLC",Texas,Pablo Marquez,S-Texas-DA-FOPS-ETX 2,Luc Tran,33.028070000,-96.547810000,2026-03-20 03:45:41.179,,True,,69.8539,10.0000,10.2983119073,9.6783254178733,19,0,0.00,Macro,,,100.0,100.0
2026-03-20 08:37:04.379,5WS0007A.202603201000,5WS0007A.20260320,Northeast,North Carolina,Ericsson,5WS0007A,2026-03-20 10:00:00,3,4,28,1680.00,60.00,60.00,100800.00,100800.00,0.00,100800.00,100800.00,0.00,57600.00,57600.00,0.00,57600.00,57600.00,43200.00,43200.00,0.00,43200.00,43200.00,2026-03-20 03:40:58.390,2026-03-20 03:33:10,No Outage,No Outage,No Outage,1412.20,INC124147878,0.00,No Outage,INC_NONEST,Radio,,Please replace defective Radio due to chronic Sync alarms.  NOTE this radio was just replaced.,,DESC_2,2026-02-09 08:58:53.000,2099-01-01 00:00:00.000,2.0,INC124147878|INC120638745,2.0,Hardware|Uncategorized,1.0,Radio,1412.20|5399.10,2026-03-20 03:33:26.667,SEGRA,NER South,Tom Fitzsimmons,N-NER South-VA NC-FOPS-Region 5,Ricky Moats,36.135264000,-80.244839000,2026-03-20 10:55:45.761,Hardware,False,400.0,132155.7954,8641.0000,17.0910111621,16.3118577391300,11,1,0.00,Macro,PIER_N-NER South-VA NC-FOPS-Region 5,,100.0,100.0
2026-03-20 05:43:02.777,DM05427A.202603200500,DM05427A.20260320,Central,Des Moines,Nokia,DM05427A,2026-03-20 05:00:00,2,3,30,1800.00,60.00,60.00,108000.00,107934.00,0.00,108000.00,108000.00,66.00,54000.00,53934.00,0.00,54000.00,54000.00,54000.00,54000.00,0.00,54000.00,54000.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,T-MOBILE,Midwest Rockies,Rhett Kieler,C-Midwest Rockies-DM-Field Support Team-East,Pat Foley,42.055797000,-91.421942000,2026-03-20 07:56:19.135,,True,,38.4131,19.0000,2.2880573492,2.3459298477500,19,0,0.00,Macro,,,100.0,99.8778
2026-03-20 03:37:04.926,VA51466B.202603200500,VA51466B.20260320,Northeast,Virginia,Ericsson,VA51466B,2026-03-20 05:00:00,3,3,27,1620.00,60.00,60.00,97200.00,97200.00,0.00,97200.00,97200.00,0.00,64800.00,64800.00,0.00,64800.00,64800.00,32400.00,32400.00,0.00,32400.00,32400.00,,,No Outage,No Outage,No Outage,,,0.00,No Outage,,,,,,,,,,,,,,,,,SEGRA,NER South,Cody Wilson,N-NER South-VA-FOPS-Region 2,Kevin Johnson,37.396963000,-77.642519000,2026-03-20 05:55:33.712,,True,,26304.2314,6481.0000,4.2906844247,4.6640469242766,24,0,0.00,Macro,,,100.0,100.0
