QLIK_SITE_HOURLY_COMBOAVAIL_ID,DATE,MARKETS_ID,SITE_ID,COMBO_AVAIL,TOTAL_AVAIL_TIME_LTE,TOTAL_DOWNTIME_LTE,SECTOR_COUNT_LTE,TOTAL_AVAIL_TIME_UMTS,TOTAL_DOWNTIME_UMTS,SECTOR_COUNT_UMTS,TOTAL_DOWNTIME_GSM,TOTAL_AVAIL_TIME_GSM,SECTOR_COUNT_GSM,TOTAL_DOWNTIME_5G,TOTAL_AVAIL_TIME_5G,SECTOR_COUNT_5G,ETL_CREATED_BY,ETL_CREATED_DT,ETL_MODIFIED_BY,ETL_MODIFIED_DT
48485560858,2026-03-05 12:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260305200313,2026-03-05 20:49:10.288,20260305210302,2026-03-05 21:51:53.025
48485624091,2026-03-05 11:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260305200313,2026-03-05 20:49:10.288,20260305200313,2026-03-05 20:49:10.288
48587893102,2026-03-06 01:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260306180352,2026-03-06 18:49:54.537,20260306180352,2026-03-06 18:49:54.537
48110839081,2026-03-01 09:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260301170309,2026-03-01 17:49:01.878,20260301190346,2026-03-01 19:48:47.970
48101376156,2026-03-01 06:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260301140349,2026-03-01 14:48:36.682,20260301150341,2026-03-01 15:49:08.273
48098212023,2026-03-01 04:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260301130338,2026-03-01 13:48:08.380,20260301130338,2026-03-01 13:48:08.380
48098244540,2026-03-01 05:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260301130338,2026-03-01 13:48:08.380,20260301140349,2026-03-01 14:48:36.682
49334483050,2026-03-14 12:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260316030333,2026-03-16 03:49:04.858,20260316030333,2026-03-16 03:49:04.858
49335459397,2026-03-14 22:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260316030333,2026-03-16 03:49:04.858,20260316030333,2026-03-16 03:49:04.858
49336174599,2026-03-15 15:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260316030333,2026-03-16 03:49:04.858,20260316030333,2026-03-16 03:49:04.858
49334420107,2026-03-15 08:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260316030333,2026-03-16 03:49:04.858,20260316030333,2026-03-16 03:49:04.858
49335114259,2026-03-14 23:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260316030333,2026-03-16 03:49:04.858,20260316030333,2026-03-16 03:49:04.858
49335487062,2026-03-15 17:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260316030333,2026-03-16 03:49:04.858,20260316030333,2026-03-16 03:49:04.858
49335871378,2026-03-15 18:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260316030333,2026-03-16 03:49:04.858,20260316030333,2026-03-16 03:49:04.858
49334531885,2026-03-14 10:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260316030333,2026-03-16 03:49:04.858,20260316030333,2026-03-16 03:49:04.858
49336203058,2026-03-14 18:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260316030333,2026-03-16 03:49:04.858,20260316030333,2026-03-16 03:49:04.858
49336121080,2026-03-15 19:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260316030333,2026-03-16 03:49:04.858,20260316050346,2026-03-16 05:49:37.091
49335232551,2026-03-15 12:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260316030333,2026-03-16 03:49:04.858,20260316030333,2026-03-16 03:49:04.858
49335427539,2026-03-15 09:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260316030333,2026-03-16 03:49:04.858,20260316030333,2026-03-16 03:49:04.858
49335467868,2026-03-14 19:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260316030333,2026-03-16 03:49:04.858,20260316030333,2026-03-16 03:49:04.858
49335575535,2026-03-14 09:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260316030333,2026-03-16 03:49:04.858,20260316030333,2026-03-16 03:49:04.858
48461818544,2026-03-05 04:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260305130332,2026-03-05 13:51:00.234,20260305130332,2026-03-05 13:51:00.234
48455326592,2026-03-05 02:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260305110303,2026-03-05 11:53:22.343,20260305120347,2026-03-05 12:50:19.807
48455438017,2026-03-05 01:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260305110303,2026-03-05 11:53:22.343,20260305120347,2026-03-05 12:50:19.807
48458653451,2026-03-05 03:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260305120347,2026-03-05 12:50:19.807,20260305130332,2026-03-05 13:51:00.234
48412501276,2026-03-04 17:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260305010344,2026-03-05 01:49:23.017,20260305030326,2026-03-05 03:52:19.485
48396023957,2026-03-04 13:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260304210326,2026-03-04 21:50:22.752,20260304220339,2026-03-04 22:49:18.550
48395999923,2026-03-04 12:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260304210326,2026-03-04 21:50:22.752,20260304210326,2026-03-04 21:50:22.752
48435128801,2026-03-04 22:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260305060354,2026-03-05 06:49:23.029,20260305080321,2026-03-05 08:54:04.959
48452359119,2026-03-05 00:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260305100315,2026-03-05 10:48:51.309,20260305120347,2026-03-05 12:50:19.807
48537665476,2026-03-05 23:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260306080346,2026-03-06 08:48:38.512,20260306080346,2026-03-06 08:48:38.512
48537630794,2026-03-05 22:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260306080346,2026-03-06 08:48:38.512,20260306080346,2026-03-06 08:48:38.512
49438272988,2026-03-16 23:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260317060348,2026-03-17 06:58:18.435,20260317070338,2026-03-17 07:48:21.597
48636734235,2026-03-06 21:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260307060337,2026-03-07 06:48:27.830,20260307060337,2026-03-07 06:48:27.830
48637032787,2026-03-06 18:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260307060337,2026-03-07 06:48:27.830,20260307060337,2026-03-07 06:48:27.830
48636817784,2026-03-06 19:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260307060337,2026-03-07 06:48:27.830,20260307060337,2026-03-07 06:48:27.830
48636877673,2026-03-06 20:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260307060337,2026-03-07 06:48:27.830,20260307060337,2026-03-07 06:48:27.830
48653245790,2026-03-07 00:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260307100341,2026-03-07 10:48:33.603,20260307120336,2026-03-07 12:48:05.898
48647270809,2026-03-06 23:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260307080331,2026-03-07 08:48:15.597,20260307080331,2026-03-07 08:48:15.597
48616277840,2026-03-06 16:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260307010329,2026-03-07 01:49:21.202,20260307010329,2026-03-07 01:49:21.202
48616235699,2026-03-06 17:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260307010329,2026-03-07 01:49:21.202,20260307040348,2026-03-07 04:49:07.050
48607868228,2026-03-06 14:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260306230338,2026-03-06 23:48:15.716,20260307000349,2026-03-07 00:48:26.043
48607850142,2026-03-06 15:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260306230338,2026-03-06 23:48:15.716,20260307010329,2026-03-07 01:49:21.202
48599194778,2026-03-06 10:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260306210348,2026-03-06 21:49:07.618,20260306210348,2026-03-06 21:49:07.618
48358835582,2026-03-04 00:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260304100351,2026-03-04 10:49:17.944,20260304120349,2026-03-04 12:49:09.283
48270313610,2026-03-03 01:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260303100308,2026-03-03 10:51:19.672,20260303120358,2026-03-03 12:51:21.389
48270387328,2026-03-03 00:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260303100308,2026-03-03 10:51:19.672,20260303120358,2026-03-03 12:51:21.389
48249916711,2026-03-02 20:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260303050344,2026-03-03 05:53:08.978,20260303050344,2026-03-03 05:53:08.978
48282788086,2026-03-03 05:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260303140345,2026-03-03 14:51:05.916,20260303170342,2026-03-03 17:51:57.045
48276537163,2026-03-03 03:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260303120358,2026-03-03 12:51:21.389,20260303130348,2026-03-03 13:54:38.404
48315189686,2026-03-03 15:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260303230342,2026-03-03 23:48:33.024,20260304010337,2026-03-04 01:49:15.742
48302705188,2026-03-03 11:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260303200342,2026-03-03 20:57:28.526,20260303200342,2026-03-03 20:57:28.526
48302705756,2026-03-03 12:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260303200342,2026-03-03 20:57:28.526,20260303220352,2026-03-03 22:49:32.758
48477626005,2026-03-05 10:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260305180340,2026-03-05 18:52:51.753,20260305200313,2026-03-05 20:49:10.288
48832968857,2026-03-09 01:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260309100343,2026-03-09 10:48:12.482,20260309110340,2026-03-09 11:48:35.100
48833027073,2026-03-09 02:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260309100343,2026-03-09 10:48:12.482,20260309110340,2026-03-09 11:48:35.100
48918918120,2026-03-10 00:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260310090346,2026-03-10 09:48:53.662,20260310110343,2026-03-10 11:50:10.913
49395902218,2026-03-16 13:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260316200337,2026-03-16 20:48:06.632,20260316210337,2026-03-16 21:48:17.945
49396001250,2026-03-16 12:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260316200337,2026-03-16 20:48:06.632,20260316200337,2026-03-16 20:48:06.632
49374297503,2026-03-16 06:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260316140345,2026-03-16 14:48:30.050,20260316150338,2026-03-16 15:48:21.170
49371035453,2026-03-16 05:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260316130323,2026-03-16 13:51:10.919,20260316150338,2026-03-16 15:48:21.170
49383581338,2026-03-16 10:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260316170344,2026-03-16 17:48:13.520,20260316180341,2026-03-16 18:48:38.783
49380479696,2026-03-16 08:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260316160343,2026-03-16 16:56:36.201,20260316170344,2026-03-16 17:48:13.520
49380530166,2026-03-16 09:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260316160343,2026-03-16 16:56:36.201,20260316170344,2026-03-16 17:48:13.520
48175238330,2026-03-01 21:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260302090314,2026-03-02 09:54:09.135,20260302090314,2026-03-02 09:54:09.135
48184186908,2026-03-02 03:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260302120359,2026-03-02 12:49:26.315,20260302140302,2026-03-02 14:51:16.836
48181007357,2026-03-02 01:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260302110345,2026-03-02 11:49:33.148,20260302120359,2026-03-02 12:49:26.315
48180947695,2026-03-02 02:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260302110345,2026-03-02 11:49:33.148,20260302120359,2026-03-02 12:49:26.315
48190599877,2026-03-02 05:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260302140302,2026-03-02 14:51:16.836,20260302150340,2026-03-02 15:50:51.981
48190714768,2026-03-02 04:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260302140302,2026-03-02 14:51:16.836,20260302140302,2026-03-02 14:51:16.836
48159427056,2026-03-01 19:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260302050340,2026-03-02 05:52:35.096,20260302090314,2026-03-02 09:54:09.135
48151199652,2026-03-01 18:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260302030341,2026-03-02 03:54:58.124,20260302030341,2026-03-02 03:54:58.124
48142987151,2026-03-01 16:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260302010305,2026-03-02 01:50:48.884,20260302010305,2026-03-02 01:50:48.884
48142961634,2026-03-01 17:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260302010305,2026-03-02 01:50:48.884,20260302030341,2026-03-02 03:54:58.124
48104616896,2026-03-01 07:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260301150341,2026-03-01 15:49:08.273,20260301160334,2026-03-01 16:50:14.120
48126336379,2026-03-01 12:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260301210336,2026-03-01 21:49:41.730,20260301230328,2026-03-01 23:50:26.594
48117988959,2026-03-01 08:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260301190346,2026-03-01 19:48:47.970,20260301190346,2026-03-01 19:48:47.970
48117971098,2026-03-01 10:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260301190346,2026-03-01 19:48:47.970,20260301190346,2026-03-01 19:48:47.970
48117973949,2026-03-01 11:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260301190346,2026-03-01 19:48:47.970,20260301230328,2026-03-01 23:50:26.594
48178127557,2026-03-02 00:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260302100307,2026-03-02 10:49:21.141,20260302120359,2026-03-02 12:49:26.315
48212781434,2026-03-02 11:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260302200331,2026-03-02 20:50:41.722,20260302200331,2026-03-02 20:50:41.722
48732813312,2026-03-07 22:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260308070338,2026-03-08 07:48:30.176,20260308070338,2026-03-08 07:48:30.176
48732882600,2026-03-07 23:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260308070338,2026-03-08 07:48:30.176,20260308080340,2026-03-08 08:48:17.411
48603632619,2026-03-06 13:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260306220343,2026-03-06 22:48:17.280,20260306230338,2026-03-06 23:48:15.716
48595410984,2026-03-06 07:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260306200306,2026-03-06 20:48:57.069,20260306200306,2026-03-06 20:48:57.069
48595523486,2026-03-06 00:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260306200306,2026-03-06 20:48:57.069,20260306200306,2026-03-06 20:48:57.069
48665720210,2026-03-07 04:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260307140343,2026-03-07 14:47:56.469,20260307140343,2026-03-07 14:47:56.469
48659553062,2026-03-07 03:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260307120336,2026-03-07 12:48:05.898,20260307170345,2026-03-07 17:48:18.573
48668800277,2026-03-07 05:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260307150312,2026-03-07 15:48:40.287,20260307150312,2026-03-07 15:48:40.287
48668893056,2026-03-07 06:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260307150312,2026-03-07 15:48:40.287,20260307150312,2026-03-07 15:48:40.287
48668888259,2026-03-07 07:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,3600,1,20260307150312,2026-03-07 15:48:40.287,20260307160338,2026-03-07 16:48:12.209
48697749128,2026-03-07 15:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260307230336,2026-03-07 23:48:22.108,20260308010339,2026-03-08 01:48:58.649
48682170724,2026-03-07 10:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260307190337,2026-03-07 19:48:17.347,20260307190337,2026-03-07 19:48:17.347
48637014760,2026-03-06 22:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260307060337,2026-03-07 06:48:27.830,20260307080331,2026-03-07 08:48:15.597
48489813715,2026-03-05 13:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260305210302,2026-03-05 21:51:53.025,20260305230352,2026-03-05 23:50:07.015
48747202619,2026-03-08 03:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260308110345,2026-03-08 11:48:05.461,20260308130347,2026-03-08 13:48:25.358
48747145008,2026-03-08 01:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260308110345,2026-03-08 11:48:05.461,20260308120345,2026-03-08 12:47:54.002
48693495769,2026-03-07 14:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260307220337,2026-03-07 22:48:09.630,20260307230336,2026-03-07 23:48:22.108
48693556286,2026-03-07 13:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260307220337,2026-03-07 22:48:09.630,20260307220337,2026-03-07 22:48:09.630
48714019022,2026-03-07 18:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260308030346,2026-03-08 03:54:47.825,20260308030346,2026-03-08 03:54:47.825
48714129132,2026-03-07 19:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260308030346,2026-03-08 03:54:47.825,20260308050337,2026-03-08 05:48:49.464
48706109128,2026-03-07 16:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260308010339,2026-03-08 01:48:58.649,20260308030346,2026-03-08 03:54:47.825
48706115673,2026-03-07 17:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260308010339,2026-03-08 01:48:58.649,20260308050337,2026-03-08 05:48:49.464
48591374887,2026-03-06 03:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260306190338,2026-03-06 19:48:49.987,20260306190338,2026-03-06 19:48:49.987
48591310296,2026-03-06 05:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260306190338,2026-03-06 19:48:49.987,20260306190338,2026-03-06 19:48:49.987
48591616360,2026-03-06 04:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260306190338,2026-03-06 19:48:49.987,20260306190338,2026-03-06 19:48:49.987
48591528220,2026-03-06 02:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260306190338,2026-03-06 19:48:49.987,20260306190338,2026-03-06 19:48:49.987
49722276374,2026-03-19 21:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260320170336,2026-03-20 17:48:09.067,20260320170336,2026-03-20 17:48:09.067
49722277283,2026-03-19 18:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260320170336,2026-03-20 17:48:09.067,20260320170336,2026-03-20 17:48:09.067
49722211189,2026-03-19 23:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260320170336,2026-03-20 17:48:09.067,20260320170336,2026-03-20 17:48:09.067
49722482406,2026-03-19 22:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260320170336,2026-03-20 17:48:09.067,20260320170336,2026-03-20 17:48:09.067
49722726293,2026-03-19 16:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260320170336,2026-03-20 17:48:09.067,20260320170336,2026-03-20 17:48:09.067
49722561080,2026-03-19 20:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260320170336,2026-03-20 17:48:09.067,20260320170336,2026-03-20 17:48:09.067
49722646848,2026-03-19 17:00:00.000,Mobile,NO0157RA,1.0000000,14400,0,4,0,0,0,0,0,0,0,14400,4,20260320170336,2026-03-20 17:48:09.067,20260320170336,2026-03-20 17:48:09.067
